date_str,source,url,themes,locations,persons,organizations,tone,translation_info,full_text
20260604210033,Notizie.it,https://milano.notizie.it/politica-milano/2026/06/04/sergio-mattarella-riflette-sul-referendum-del-1946-e-sul-futuro-dellitalia/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604204513,Enna Press,https://ennapress.it/camera-del-lavoro-cgil-e-funzione-pubblica-cgil-su-desertificazione-aree-interne-della-sicilia/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604193001,Torino Cronaca,https://www.torinocronaca.it/news/cronaca/644433/pediatri-sempre-piu-introvabili-in-italia-quasi-500-specialisti-mancanti-e-allarme-pensionamenti.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604172532,Ilgiornale Il,https://www.ilgiornale.it/news/attualit/labrador-non-ti-paga-pensione-sindaco-vuol-tassare-chi-ha-2674245.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604155423,Corriere Dell'umbria,https://www.corrieredellumbria.it/news/attualita/452229/edificabilita-di-madonna-di-lugo-gli-ambientalisti-dovete-dire-no.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604151500,Corriere Dell'umbria,https://www.corrieredellumbria.it/news/attualita/452207/l-umbria-si-svuota-in-dieci-anni-persi-oltre-41-mila-residenti-tra-citta-e-aree-interne-squilibri-demografici-sempre-piu-marcati.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604150732,Corriere Adriatico,https://www.corriereadriatico.it/marche/denatalita_lavoro_femminile_istat_report_analisi_uil_marche-9573335.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604140121,Modenatoday,https://www.modenatoday.it/attualita/fondazione-gorrieri-matteo-al-kalak.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604124032,Varese News,https://www.varesenews.it/2026/06/disabilita-e-lavoro-il-divario-che-litalia-non-puo-piu-ignorare/2597134/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604111952,Anconatoday,https://www.anconatoday.it/attualita/dati-istat-denatalita-lavoro-femminile-regione-marche-analisi-uil-2025.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604111233,Il Riformista,https://www.ilriformista.it/il-paradosso-del-mondo-del-lavoro-vogliamo-i-giovani-ma-con-esperienza-specifica-cosi-via-ai-contratti-brevi-e-non-allapprendistato-516409/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604105804,Ravennatoday,https://www.ravennatoday.it/economia/il-bilancio-di-missione-di-cisl-romagna-oltre-87mila-iscritti-unificazione-tra-province-e-una-scelta-strategica.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604103811,Sky Tg24,https://tg24.sky.it/salute-e-benessere/2026/06/04/pediatri-italia-dati-gimbe,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604100000,La Repubblica,https://napoli.repubblica.it/cronaca/2026/06/04/news/rinunciare_al_treno-tramdanneggia_l_area_stabiese-425388109/?rss=,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604095600,Today,https://www.today.it/attualita/carenza-pediatri-italia.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604095404,Il Giorno,https://www.ilgiorno.it/salute/carenza-pediatri-bxypofzk,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604094333,Forlìtoday,https://www.forlitoday.it/cronaca/l-unificazione-in-romagna-ha-portato-una-crescita-solida-la-cisl-presenta-il-sesto-bilancio-di-missione.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604094333,Cesenatoday,https://www.cesenatoday.it/cronaca/l-unificazione-in-romagna-ha-portato-una-crescita-solida-la-cisl-presenta-il-sesto-bilancio-di-missione.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604084423,Varese News,https://www.varesenews.it/2026/06/uisp-mette-al-centro-dellattenzione-il-tema-dellinvecchiamento-attivo/2596921/,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
20260604083807,Buonasera - News,https://www.buonasera24.it/news/cronaca/921685/pediatri-di-famiglia-la-puglia-regge-ma-guarda-ai-pensionamenti.html,,,,,,srclc:ita,ONLY AVAILABLE IN PAID PLANS
